id_loan,loan_intent,loan_grade,loan_amount,loan_int_rate,loan_status,loan_percent_income,fk_cp
2967,MEDICAL,B,7775,,0,0.22,2967
2968,VENTURE,B,3200,11.49,1,0.27,2968
2969,MEDICAL,B,3200,12.21,1,0.21,2969
2970,VENTURE,E,3200,17.93,1,0.21,2970
2971,DEBTCONSOLIDATION,A,3200,9.32,1,0.2,2971
2972,PERSONAL,A,3200,8.49,1,0.18,2972
2973,MEDICAL,C,3500,,0,0.1,2973
2974,HOMEIMPROVEMENT,A,3200,,1,0.18,2974
2975,PERSONAL,A,6000,7.88,1,0.21,2975
2976,DEBTCONSOLIDATION,A,13650,7.51,0,0.39,2976
2977,EDUCATION,D,3200,15.28,1,0.17,2977
2978,PERSONAL,A,3200,7.14,0,0.16,2978
2979,VENTURE,E,3200,16,1,0.16,2979
2980,EDUCATION,D,3200,14.84,0,0.15,2980
2981,MEDICAL,B,3200,12.69,0,0.15,2981
2982,DEBTCONSOLIDATION,C,3200,14.79,0,0.14,2982
2983,EDUCATION,B,8000,11.86,0,0.23,2983
2984,DEBTCONSOLIDATION,C,3200,13.57,0,0.13,2984
2985,VENTURE,A,6000,7.51,0,0.17,2985
2986,DEBTCONSOLIDATION,C,3200,13.11,1,0.13,2986
2987,VENTURE,B,3200,12.21,0,0.12,2987
2988,EDUCATION,B,3200,10.59,0,0.11,2988
2989,PERSONAL,A,3200,,0,0.11,2989
2990,MEDICAL,C,3200,13.99,0,0.11,2990
2991,DEBTCONSOLIDATION,B,3200,,0,0.11,2991
2992,MEDICAL,B,3200,11.14,0,0.11,2992
2993,MEDICAL,A,3200,8,0,0.11,2993
2994,MEDICAL,A,2950,,0,0.08,2994
2995,EDUCATION,B,3200,11.49,0,0.1,2995
2996,EDUCATION,C,3200,13.49,0,0.1,2996
2997,VENTURE,B,3200,11.99,0,0.1,2997
2998,PERSONAL,B,3200,10.2,0,0.1,2998
2999,MEDICAL,A,3200,5.42,0,0.1,2999
3000,PERSONAL,B,1450,,1,0.05,3000
3001,HOMEIMPROVEMENT,D,3200,17.49,1,0.11,3001
3002,VENTURE,A,3000,6.76,0,0.09,3002
3003,DEBTCONSOLIDATION,D,3200,15.62,1,0.11,3003
3004,DEBTCONSOLIDATION,B,3200,10.37,1,0.1,3004
3005,EDUCATION,C,3200,13.04,0,0.09,3005
3006,PERSONAL,C,3200,13.49,0,0.08,3006
3007,HOMEIMPROVEMENT,C,3200,12.99,1,0.1,3007
3008,PERSONAL,A,3200,9.63,0,0.08,3008
3009,EDUCATION,A,3200,7.49,0,0.08,3009
3010,EDUCATION,C,3200,14.35,0,0.07,3010
3011,MEDICAL,A,3200,8,0,0.07,3011
3012,PERSONAL,B,3200,,0,0.07,3012
3013,PERSONAL,A,3200,6.54,0,0.07,3013
3014,EDUCATION,C,7500,13.92,0,0.21,3014
3015,VENTURE,A,3200,7.37,0,0.07,3015
3016,HOMEIMPROVEMENT,B,11200,11.14,1,0.39,3016
3017,MEDICAL,D,3200,15.7,1,0.08,3017
3018,MEDICAL,C,3200,13.48,0,0.07,3018
3019,VENTURE,A,3200,8.49,0,0.06,3019
3020,EDUCATION,B,3200,10.99,0,0.06,3020
3021,EDUCATION,B,8400,12.18,0,0.24,3021
3022,EDUCATION,F,3200,,1,0.07,3022
3023,DEBTCONSOLIDATION,B,3200,11.83,0,0.06,3023
3024,EDUCATION,F,15000,18.43,0,0.43,3024
3025,PERSONAL,B,12800,11.83,1,0.37,3025
3026,EDUCATION,A,3200,8.49,0,0.06,3026
3027,EDUCATION,B,3500,11.48,0,0.1,3027
3028,VENTURE,C,3200,14.35,0,0.06,3028
3029,MEDICAL,B,3200,11.71,0,0.05,3029
3030,HOMEIMPROVEMENT,D,3200,16.49,1,0.06,3030
3031,DEBTCONSOLIDATION,A,3200,7.14,0,0.05,3031
3032,PERSONAL,B,3200,9.91,0,0.05,3032
3033,EDUCATION,D,5000,14.42,0,0.14,3033
3034,DEBTCONSOLIDATION,B,3200,11.71,0,0.05,3034
3035,PERSONAL,D,13000,14.74,0,0.37,3035
3036,MEDICAL,C,3200,13.8,1,0.05,3036
3037,HOMEIMPROVEMENT,B,3200,9.99,0,0.05,3037
3038,PERSONAL,C,3200,13.92,0,0.04,3038
3039,EDUCATION,C,3200,10.28,0,0.04,3039
3040,VENTURE,E,3500,16,0,0.1,3040
3041,PERSONAL,B,6000,12.21,0,0.17,3041
3042,HOMEIMPROVEMENT,C,3200,12.99,0,0.04,3042
3043,HOMEIMPROVEMENT,A,3200,6.99,0,0.04,3043
3044,EDUCATION,B,3200,10.99,1,0.04,3044
3045,PERSONAL,B,3200,10.25,0,0.04,3045
3046,HOMEIMPROVEMENT,D,3200,14.59,1,0.04,3046
3047,MEDICAL,A,4950,7.68,0,0.14,3047
3048,DEBTCONSOLIDATION,B,7500,10.08,1,0.26,3048
3049,PERSONAL,C,7500,11.34,0,0.21,3049
3050,VENTURE,C,3250,,1,0.32,3050
3051,HOMEIMPROVEMENT,B,3250,9.99,1,0.27,3051
3052,VENTURE,A,800,7.37,0,0.02,3052
3053,PERSONAL,D,3250,16.29,1,0.23,3053
3054,VENTURE,B,3250,12.42,1,0.2,3054
3055,DEBTCONSOLIDATION,A,3250,6.91,1,0.19,3055
3056,PERSONAL,C,3250,,1,0.18,3056
3057,VENTURE,C,3250,13.22,1,0.18,3057
3058,HOMEIMPROVEMENT,D,5400,12.17,0,0.15,3058
3059,VENTURE,A,3000,7.9,0,0.09,3059
3060,MEDICAL,C,3250,14.26,1,0.16,3060
3061,EDUCATION,D,3250,13.67,0,0.13,3061
3062,VENTURE,B,9000,10,0,0.26,3062
3063,HOMEIMPROVEMENT,D,3250,14.59,1,0.12,3063
3064,EDUCATION,A,7000,5.42,0,0.2,3064
3065,VENTURE,B,1500,9.62,0,0.04,3065
3066,DEBTCONSOLIDATION,A,3250,5.42,0,0.11,3066
3067,EDUCATION,A,3250,6.54,0,0.09,3067
3068,DEBTCONSOLIDATION,A,3250,8.94,1,0.08,3068
3069,EDUCATION,D,3000,15.58,0,0.09,3069
3070,EDUCATION,E,7400,17.56,1,0.26,3070
3071,PERSONAL,A,9600,7.88,0,0.27,3071
3072,DEBTCONSOLIDATION,D,8000,14.96,0,0.23,3072
3073,VENTURE,A,3300,8.49,0,0.11,3073
3074,MEDICAL,A,10000,7.51,0,0.29,3074
3075,VENTURE,C,3300,12.99,0,0.1,3075
3076,MEDICAL,D,3300,15.65,0,0.1,3076
3077,VENTURE,A,3600,8,0,0.1,3077
3078,VENTURE,C,3300,14.65,0,0.05,3078
3079,PERSONAL,C,3300,,0,0.05,3079
3080,VENTURE,B,3300,11.71,0,0.04,3080
3081,MEDICAL,A,18225,9.63,1,0.52,3081
3082,VENTURE,B,3325,11.49,0,0.09,3082
3083,VENTURE,B,8400,10.39,0,0.24,3083
3084,DEBTCONSOLIDATION,C,3350,14.72,0,0.11,3084
3085,PERSONAL,A,3350,7.9,0,0.09,3085
3086,PERSONAL,A,3350,,0,0.04,3086
3087,VENTURE,C,3375,13.49,0,0.1,3087
3088,MEDICAL,B,3400,,1,0.31,3088
3089,MEDICAL,A,3400,7.51,0,0.14,3089
3090,EDUCATION,A,3400,8.94,0,0.12,3090
3091,DEBTCONSOLIDATION,B,1000,,0,0.03,3091
3092,HOMEIMPROVEMENT,D,3400,15.62,1,0.12,3092
3093,VENTURE,A,3400,6.92,0,0.09,3093
3094,HOMEIMPROVEMENT,F,3400,17.58,1,0.07,3094
3095,EDUCATION,C,12000,11.66,1,0.41,3095
3096,EDUCATION,A,2100,7.51,0,0.06,3096
3097,HOMEIMPROVEMENT,D,3400,,0,0.06,3097
3098,DEBTCONSOLIDATION,A,3400,8.49,0,0.04,3098
3099,EDUCATION,A,6500,5.42,0,0.18,3099
3100,PERSONAL,B,8875,12.69,1,0.3,3100
3101,EDUCATION,A,9600,5.99,0,0.27,3101
3102,MEDICAL,B,3400,12.21,1,0.03,3102
3103,EDUCATION,D,12250,15.31,0,0.35,3103
3104,MEDICAL,A,10000,8.94,0,0.28,3104
3105,HOMEIMPROVEMENT,B,3450,12.69,1,0.25,3105
3106,HOMEIMPROVEMENT,B,3450,11.99,1,0.14,3106
3107,EDUCATION,D,3500,15.65,1,0.29,3107
3108,DEBTCONSOLIDATION,A,5600,6.76,0,0.16,3108
3109,MEDICAL,A,3500,8.59,1,0.27,3109
3110,VENTURE,B,3500,9.96,1,0.26,3110
3111,PERSONAL,D,3500,16.07,1,0.22,3111
3112,MEDICAL,B,12000,11.83,1,0.41,3112
3113,EDUCATION,D,3500,,1,0.2,3113
3114,MEDICAL,A,12000,9.32,1,0.41,3114
3115,VENTURE,C,3500,13.48,1,0.19,3115
3116,MEDICAL,C,3500,13.35,1,0.19,3116
3117,MEDICAL,A,3500,7.88,1,0.18,3117
3118,EDUCATION,C,3500,13.11,0,0.17,3118
3119,VENTURE,C,3500,10.28,0,0.17,3119
3120,EDUCATION,A,9000,7.49,0,0.25,3120
3121,DEBTCONSOLIDATION,A,14500,,0,0.41,3121
3122,VENTURE,A,3500,6.99,0,0.17,3122
3123,EDUCATION,C,4000,12.53,0,0.11,3123
3124,MEDICAL,C,3000,11.28,0,0.08,3124
3125,MEDICAL,D,3500,,1,0.16,3125
3126,DEBTCONSOLIDATION,A,3500,7.51,0,0.16,3126
3127,DEBTCONSOLIDATION,D,3500,16.49,1,0.16,3127
3128,DEBTCONSOLIDATION,A,5775,5.42,1,0.2,3128
3129,DEBTCONSOLIDATION,B,3500,10.37,0,0.15,3129
3130,DEBTCONSOLIDATION,C,10000,13.49,0,0.28,3130
3131,HOMEIMPROVEMENT,D,3500,15.65,1,0.15,3131
3132,EDUCATION,A,8700,7.51,0,0.24,3132
3133,VENTURE,B,3500,10.71,0,0.15,3133
3134,VENTURE,B,3500,9.99,0,0.14,3134
3135,PERSONAL,C,6000,15.27,0,0.17,3135
3136,DEBTCONSOLIDATION,A,3500,6.91,0,0.13,3136
3137,EDUCATION,C,3500,15.27,0,0.13,3137
3138,DEBTCONSOLIDATION,A,3500,8.49,1,0.13,3138
3139,EDUCATION,C,11625,13.49,0,0.32,3139
3140,VENTURE,B,3500,10.99,0,0.13,3140
3141,VENTURE,A,3500,,0,0.12,3141
3142,EDUCATION,B,11300,12.69,0,0.31,3142
3143,PERSONAL,A,3500,7.9,0,0.12,3143
3144,MEDICAL,A,3500,5.99,0,0.12,3144
3145,VENTURE,C,3500,14.22,1,0.12,3145
3146,MEDICAL,C,3500,13.92,0,0.12,3146
3147,PERSONAL,A,18500,7.9,0,0.51,3147
3148,VENTURE,B,3500,,0,0.12,3148
3149,VENTURE,A,3500,,0,0.12,3149
3150,MEDICAL,A,3500,6.92,0,0.11,3150
3151,VENTURE,B,5200,9.91,0,0.14,3151
3152,MEDICAL,B,3500,11.71,0,0.11,3152
3153,VENTURE,B,3500,10.25,0,0.11,3153
3154,DEBTCONSOLIDATION,C,3500,14.27,0,0.1,3154
3155,MEDICAL,B,12000,11.71,0,0.33,3155
3156,MEDICAL,A,5100,8.9,0,0.14,3156
3157,MEDICAL,C,3500,12.84,0,0.1,3157
3158,EDUCATION,A,3500,6.99,0,0.1,3158
3159,MEDICAL,B,3500,9.62,0,0.1,3159
3160,VENTURE,A,5600,7.9,0,0.16,3160
3161,PERSONAL,B,3500,11.58,0,0.1,3161
3162,DEBTCONSOLIDATION,C,3500,12.53,0,0.1,3162
3163,EDUCATION,A,3500,5.79,0,0.1,3163
3164,EDUCATION,B,3500,10.99,0,0.1,3164
3165,VENTURE,A,3500,6.62,0,0.1,3165
3166,MEDICAL,B,1000,12.42,0,0.03,3166
3167,EDUCATION,A,5250,,0,0.15,3167
3168,MEDICAL,B,3500,11.49,1,0.12,3168
3169,VENTURE,B,3500,10.59,0,0.09,3169
3170,PERSONAL,A,5175,6.03,0,0.14,3170
3171,EDUCATION,C,3500,13.99,0,0.09,3171
3172,MEDICAL,B,3500,9.91,0,0.09,3172
3173,VENTURE,A,3500,5.42,0,0.09,3173
3174,EDUCATION,A,3500,7.9,0,0.09,3174
3175,VENTURE,B,3500,11.99,0,0.09,3175
3176,PERSONAL,C,3500,13.23,0,0.09,3176
3177,VENTURE,B,3500,,0,0.09,3177
3178,PERSONAL,D,3600,16.77,0,0.1,3178
3179,DEBTCONSOLIDATION,A,8000,6.62,1,0.27,3179
3180,EDUCATION,B,3500,10.75,0,0.09,3180
3181,PERSONAL,B,8000,10.65,0,0.22,3181
3182,VENTURE,A,3500,5.42,0,0.08,3182
3183,DEBTCONSOLIDATION,B,4800,10.65,1,0.16,3183
3184,PERSONAL,B,3500,10.74,0,0.08,3184
3185,DEBTCONSOLIDATION,B,3500,10.37,0,0.08,3185
3186,MEDICAL,A,7275,6.03,0,0.2,3186
3187,HOMEIMPROVEMENT,A,14775,6.62,0,0.41,3187
3188,PERSONAL,A,3500,,0,0.08,3188
3189,PERSONAL,A,4000,,0,0.11,3189
3190,EDUCATION,C,3500,12.61,0,0.08,3190
3191,EDUCATION,B,3500,11.86,0,0.08,3191
3192,MEDICAL,B,1000,9.99,0,0.03,3192
3193,EDUCATION,B,3500,12.69,0,0.08,3193
3194,EDUCATION,B,3500,10.59,0,0.08,3194
3195,EDUCATION,B,3500,11.86,1,0.09,3195
3196,MEDICAL,B,3500,12.53,0,0.08,3196
3197,HOMEIMPROVEMENT,A,12000,5.99,1,0.4,3197
3198,MEDICAL,B,3500,9.99,0,0.07,3198
3199,MEDICAL,A,8400,5.99,0,0.23,3199
3200,MEDICAL,D,10000,15.99,1,0.33,3200
3201,MEDICAL,A,5600,7.49,0,0.16,3201
3202,PERSONAL,A,7000,7.49,0,0.19,3202
3203,DEBTCONSOLIDATION,B,3500,12.69,0,0.07,3203
3204,DEBTCONSOLIDATION,C,3500,13.98,0,0.07,3204
3205,DEBTCONSOLIDATION,C,3500,13.16,0,0.07,3205
3206,EDUCATION,B,2000,11.49,0,0.06,3206
3207,VENTURE,A,3500,8,0,0.07,3207
3208,VENTURE,B,3500,,0,0.07,3208
3209,EDUCATION,B,12375,,0,0.34,3209
3210,VENTURE,A,3500,7.14,0,0.07,3210
3211,PERSONAL,B,3500,9.62,0,0.07,3211
3212,EDUCATION,B,11000,,0,0.31,3212
3213,PERSONAL,B,3500,12.21,1,0.08,3213
3214,DEBTCONSOLIDATION,A,3500,7.68,0,0.07,3214
3215,EDUCATION,C,3500,12.23,0,0.07,3215
3216,PERSONAL,C,14000,12.99,0,0.39,3216
3217,HOMEIMPROVEMENT,B,3500,9.25,0,0.06,3217
3218,PERSONAL,A,2800,6.99,0,0.08,3218
3219,HOMEIMPROVEMENT,C,13250,13.99,1,0.44,3219
3220,DEBTCONSOLIDATION,B,3500,8.88,0,0.06,3220
3221,MEDICAL,B,3500,9.99,0,0.06,3221
3222,DEBTCONSOLIDATION,C,3500,,0,0.06,3222
3223,EDUCATION,C,3500,12.61,0,0.06,3223
3224,DEBTCONSOLIDATION,D,3500,13.24,1,0.07,3224
3225,HOMEIMPROVEMENT,A,3500,8.59,0,0.06,3225
3226,MEDICAL,A,3500,8.9,0,0.06,3226
3227,VENTURE,A,3500,5.42,0,0.06,3227
3228,DEBTCONSOLIDATION,A,5975,7.42,0,0.17,3228
3229,EDUCATION,B,3500,11.86,0,0.06,3229
3230,EDUCATION,A,6500,5.42,0,0.18,3230
3231,PERSONAL,A,7200,5.42,0,0.2,3231
3232,DEBTCONSOLIDATION,A,4000,5.99,0,0.11,3232
3233,MEDICAL,A,5300,7.49,0,0.15,3233
3234,DEBTCONSOLIDATION,D,3500,15.62,1,0.06,3234
3235,MEDICAL,A,3500,,0,0.1,3235
3236,EDUCATION,B,3500,9.63,0,0.05,3236
3237,EDUCATION,A,3500,7.74,0,0.05,3237
3238,MEDICAL,D,3500,15.65,1,0.06,3238
3239,DEBTCONSOLIDATION,B,6400,11.49,0,0.18,3239
3240,HOMEIMPROVEMENT,A,6725,6.99,1,0.22,3240
3241,EDUCATION,B,3500,,0,0.05,3241
3242,PERSONAL,C,5000,14.79,0,0.14,3242
3243,PERSONAL,C,3500,13.06,0,0.1,3243
3244,EDUCATION,A,3500,5.42,0,0.05,3244
3245,DEBTCONSOLIDATION,C,3500,14.72,1,0.05,3245
3246,EDUCATION,C,3500,12.87,0,0.05,3246
3247,DEBTCONSOLIDATION,D,3500,15.28,1,0.05,3247
3248,EDUCATION,A,3500,7.29,0,0.05,3248
3249,EDUCATION,B,3500,11.11,0,0.05,3249
3250,EDUCATION,A,3500,7.29,0,0.05,3250
3251,DEBTCONSOLIDATION,A,3500,7.9,0,0.05,3251
3252,VENTURE,B,3500,9.96,0,0.04,3252
3253,EDUCATION,B,3500,10.75,0,0.04,3253
3254,HOMEIMPROVEMENT,C,3500,,0,0.04,3254
3255,DEBTCONSOLIDATION,B,3500,11.83,1,0.04,3255
3256,DEBTCONSOLIDATION,B,7000,11.11,0,0.19,3256
3257,MEDICAL,A,4000,5.42,0,0.11,3257
3258,MEDICAL,B,3500,11.49,0,0.04,3258
3259,DEBTCONSOLIDATION,A,3500,8.07,0,0.04,3259
3260,EDUCATION,C,3500,13.99,0,0.03,3260
3261,MEDICAL,A,3525,6.62,0,0.14,3261
3262,EDUCATION,A,12000,7.29,0,0.33,3262
3263,VENTURE,D,3525,14.59,0,0.1,3263
3264,MEDICAL,A,3575,,0,0.08,3264
3265,VENTURE,C,3600,12.23,1,0.33,3265
3266,EDUCATION,A,11000,5.42,0,0.31,3266
3267,DEBTCONSOLIDATION,B,3600,9.62,1,0.3,3267
3268,DEBTCONSOLIDATION,A,3600,8.32,1,0.3,3268
3269,EDUCATION,B,7500,9.63,0,0.21,3269
3270,VENTURE,A,9000,5.42,0,0.25,3270
3271,HOMEIMPROVEMENT,A,2200,,1,0.07,3271
3272,PERSONAL,A,2000,,0,0.06,3272
3273,PERSONAL,D,3600,15.95,1,0.24,3273
3274,VENTURE,B,12000,10.74,0,0.33,3274
3275,MEDICAL,B,3600,,1,0.2,3275
3276,HOMEIMPROVEMENT,A,3600,6.91,1,0.2,3276
3277,EDUCATION,A,3600,8.9,1,0.19,3277
3278,MEDICAL,B,3600,11.71,0,0.18,3278
3279,PERSONAL,B,3600,10.99,0,0.17,3279
3280,DEBTCONSOLIDATION,A,3600,6.62,1,0.15,3280
3281,VENTURE,C,4800,13.06,0,0.13,3281
3282,EDUCATION,B,3600,11.99,0,0.15,3282
3283,MEDICAL,D,3600,14.96,1,0.15,3283
3284,EDUCATION,D,3600,16.49,1,0.15,3284
3285,MEDICAL,D,3600,14.09,1,0.14,3285
3286,DEBTCONSOLIDATION,C,3600,14.27,0,0.14,3286
3287,MEDICAL,D,3600,15.99,1,0.12,3287
3288,PERSONAL,A,3600,5.99,0,0.12,3288
3289,PERSONAL,A,3600,7.49,0,0.12,3289
3290,DEBTCONSOLIDATION,B,3600,10.99,0,0.12,3290
3291,VENTURE,A,3600,8.49,0,0.12,3291
3292,VENTURE,B,7750,9.99,0,0.22,3292
3293,DEBTCONSOLIDATION,C,15800,13.72,0,0.44,3293
3294,PERSONAL,C,3600,14.17,0,0.12,3294
3295,VENTURE,A,3600,6.17,0,0.12,3295
3296,DEBTCONSOLIDATION,A,1800,6.17,0,0.05,3296
3297,PERSONAL,A,4800,6.91,0,0.13,3297
3298,VENTURE,B,3600,12.21,0,0.12,3298
3299,EDUCATION,B,3600,9.7,0,0.12,3299
3300,DEBTCONSOLIDATION,A,10000,5.42,0,0.28,3300
3301,VENTURE,B,3600,12.69,0,0.12,3301
3302,VENTURE,A,1800,6.54,0,0.05,3302
3303,DEBTCONSOLIDATION,A,3600,8.9,0,0.12,3303
3304,MEDICAL,C,14600,12.61,0,0.41,3304
3305,EDUCATION,B,6000,8.88,0,0.17,3305
3306,PERSONAL,A,3600,7.51,0,0.11,3306
3307,MEDICAL,A,3600,7.49,0,0.11,3307
3308,PERSONAL,A,3600,9.63,0,0.11,3308
3309,MEDICAL,B,3600,10,1,0.11,3309
3310,PERSONAL,B,3600,11.83,0,0.1,3310
3311,PERSONAL,A,12000,7.51,0,0.33,3311
3312,EDUCATION,C,3600,15.23,0,0.1,3312
3313,EDUCATION,C,3600,12.99,0,0.1,3313
3314,PERSONAL,A,6000,7.88,0,0.17,3314
3315,PERSONAL,A,3600,5.99,0,0.1,3315
3316,DEBTCONSOLIDATION,A,3600,7.29,0,0.1,3316
3317,PERSONAL,B,10000,10.75,0,0.28,3317
3318,MEDICAL,D,4000,16.32,1,0.13,3318
3319,EDUCATION,B,3600,12.42,0,0.1,3319
3320,VENTURE,A,18000,7.88,0,0.5,3320
3321,DEBTCONSOLIDATION,B,3600,12.69,0,0.09,3321
3322,DEBTCONSOLIDATION,C,3600,13.61,0,0.09,3322
3323,VENTURE,A,3250,6.39,0,0.09,3323
3324,MEDICAL,C,8000,13.61,0,0.22,3324
3325,EDUCATION,D,12000,15.21,0,0.33,3325
3326,PERSONAL,D,1400,14.84,0,0.04,3326
3327,PERSONAL,A,4000,6.76,0,0.11,3327
3328,HOMEIMPROVEMENT,D,3600,16.02,1,0.11,3328
3329,DEBTCONSOLIDATION,C,3600,15.96,0,0.09,3329
3330,MEDICAL,A,4500,7.51,0,0.13,3330
3331,MEDICAL,C,3600,13.49,0,0.09,3331
3332,VENTURE,E,4800,17.93,0,0.13,3332
3333,MEDICAL,A,3600,5.42,0,0.09,3333
3334,HOMEIMPROVEMENT,A,5400,7.51,0,0.15,3334
3335,DEBTCONSOLIDATION,A,9000,7.14,0,0.25,3335
3336,VENTURE,B,4800,10.38,0,0.13,3336
3337,EDUCATION,B,3600,10.59,0,0.09,3337
3338,EDUCATION,A,8500,7.51,0,0.24,3338
3339,PERSONAL,A,3600,6.17,0,0.09,3339
3340,DEBTCONSOLIDATION,B,3600,11.12,0,0.09,3340
3341,VENTURE,A,7500,7.14,0,0.21,3341
3342,VENTURE,B,5000,,0,0.14,3342
3343,EDUCATION,A,6000,7.51,0,0.17,3343
3344,VENTURE,C,3600,14.72,0,0.09,3344
3345,VENTURE,B,15000,11.36,0,0.42,3345
3346,EDUCATION,A,11000,6.62,0,0.3,3346
3347,VENTURE,B,11000,,0,0.29,3347
3348,EDUCATION,B,11000,11.86,0,0.29,3348
3349,VENTURE,D,2000,14.96,0,0.06,3349
3350,PERSONAL,B,15000,10.25,0,0.42,3350
3351,DEBTCONSOLIDATION,C,11000,12.68,0,0.28,3351
3352,MEDICAL,A,11000,,0,0.28,3352
3353,PERSONAL,A,11000,5.42,0,0.28,3353
3354,PERSONAL,A,11000,5.79,0,0.28,3354
3355,HOMEIMPROVEMENT,D,11000,15.99,1,0.32,3355
3356,DEBTCONSOLIDATION,B,11000,12.18,0,0.27,3356
3357,VENTURE,D,11000,15.28,0,0.27,3357
3358,PERSONAL,B,10000,9.88,0,0.28,3358
3359,DEBTCONSOLIDATION,C,7000,12.73,0,0.19,3359
3360,EDUCATION,A,10000,7.14,0,0.28,3360
3361,EDUCATION,E,11000,17.19,0,0.26,3361
3362,PERSONAL,B,11000,11.71,0,0.26,3362
3363,HOMEIMPROVEMENT,B,11000,10.37,1,0.31,3363
3364,VENTURE,C,11000,13.11,1,0.31,3364
3365,EDUCATION,C,8800,13.85,0,0.24,3365
3366,HOMEIMPROVEMENT,C,10000,14.22,1,0.33,3366
3367,EDUCATION,A,11000,8.94,0,0.26,3367
3368,MEDICAL,A,11000,6.99,0,0.24,3368
3369,DEBTCONSOLIDATION,A,11000,6.99,0,0.24,3369
3370,DEBTCONSOLIDATION,B,11000,9.25,0,0.24,3370
3371,VENTURE,C,5000,12.87,0,0.14,3371
3372,MEDICAL,C,5400,14.26,0,0.15,3372
3373,MEDICAL,B,11000,9.88,0,0.24,3373
3374,PERSONAL,D,11000,14.61,0,0.24,3374
3375,EDUCATION,D,5000,14.61,0,0.14,3375
3376,DEBTCONSOLIDATION,B,11000,10.99,0,0.24,3376
3377,EDUCATION,B,11000,10.59,0,0.24,3377
3378,PERSONAL,B,4750,11.83,0,0.13,3378
3379,PERSONAL,A,11000,7.49,0,0.24,3379
3380,VENTURE,B,11000,11.14,0,0.23,3380
3381,MEDICAL,A,11000,7.51,0,0.23,3381
3382,VENTURE,D,9500,15.31,1,0.32,3382
3383,EDUCATION,B,11000,10.75,0,0.23,3383
3384,EDUCATION,A,11000,7.88,0,0.22,3384
3385,VENTURE,C,11000,13.22,0,0.22,3385
3386,MEDICAL,A,11000,,0,0.22,3386
3387,EDUCATION,C,11000,13.49,0,0.22,3387
3388,DEBTCONSOLIDATION,C,3000,13.22,0,0.08,3388
3389,EDUCATION,B,11000,10,0,0.22,3389
3390,EDUCATION,B,11000,12.53,0,0.22,3390
3391,DEBTCONSOLIDATION,D,11000,15.31,1,0.25,3391
3392,EDUCATION,C,11000,13.11,0,0.22,3392
3393,MEDICAL,B,6000,12.53,0,0.17,3393
3394,DEBTCONSOLIDATION,A,6350,8.94,0,0.18,3394
3395,MEDICAL,D,11000,16.29,1,0.24,3395
3396,EDUCATION,B,11000,10.37,0,0.21,3396
3397,HOMEIMPROVEMENT,A,11000,5.79,0,0.21,3397
3398,MEDICAL,C,10000,13.79,1,0.33,3398
3399,MEDICAL,C,11000,,0,0.2,3399
3400,HOMEIMPROVEMENT,A,1000,9.32,1,0.03,3400
3401,DEBTCONSOLIDATION,A,11000,7.49,0,0.2,3401
3402,DEBTCONSOLIDATION,A,8000,9.32,0,0.22,3402
3403,PERSONAL,B,11000,9.91,0,0.19,3403
3404,EDUCATION,B,11000,10.74,0,0.19,3404
3405,HOMEIMPROVEMENT,A,6400,9.38,0,0.18,3405
3406,EDUCATION,C,11000,14.22,0,0.18,3406
3407,DEBTCONSOLIDATION,A,10000,8.32,0,0.28,3407
3408,HOMEIMPROVEMENT,A,11000,7.51,0,0.17,3408
3409,PERSONAL,B,18000,10.39,0,0.5,3409
3410,HOMEIMPROVEMENT,C,6000,12.29,0,0.17,3410
3411,EDUCATION,B,8000,9.83,0,0.22,3411
3412,DEBTCONSOLIDATION,B,11000,11.86,0,0.16,3412
3413,HOMEIMPROVEMENT,A,11000,6.62,0,0.16,3413
3414,VENTURE,B,11000,12.42,0,0.15,3414
3415,HOMEIMPROVEMENT,C,11000,12.53,0,0.14,3415
3416,PERSONAL,B,11000,,0,0.13,3416
3417,MEDICAL,A,11000,6.91,0,0.13,3417
3418,MEDICAL,B,11000,11.58,0,0.13,3418
3419,EDUCATION,B,11000,11.14,0,0.12,3419
3420,PERSONAL,B,9250,10.08,0,0.26,3420
3421,DEBTCONSOLIDATION,A,11000,5.42,0,0.11,3421
3422,PERSONAL,B,10000,9.76,1,0.33,3422
3423,VENTURE,A,11000,8.94,0,0.09,3423
3424,HOMEIMPROVEMENT,C,7550,13.22,1,0.25,3424
3425,VENTURE,A,9000,6.99,0,0.25,3425
3426,MEDICAL,B,5000,10,1,0.17,3426
3427,DEBTCONSOLIDATION,B,11000,12.18,0,0.09,3427
3428,MEDICAL,C,11000,12.98,0,0.09,3428
3429,EDUCATION,B,5500,11.12,0,0.15,3429
3430,VENTURE,A,10950,6.91,0,0.23,3430
3431,VENTURE,C,9950,15.27,1,0.33,3431
3432,PERSONAL,D,10900,15.65,0,0.18,3432
3433,HOMEIMPROVEMENT,C,10875,12.84,1,0.31,3433
3434,VENTURE,C,11000,12.29,0,0.3,3434
3435,EDUCATION,C,10800,12.23,1,0.33,3435
3436,PERSONAL,D,10800,14.42,1,0.32,3436
3437,VENTURE,B,10800,8.88,0,0.3,3437
3438,PERSONAL,B,10800,11.12,1,0.32,3438
3439,VENTURE,B,2500,10.37,0,0.07,3439
3440,DEBTCONSOLIDATION,A,10800,6.92,0,0.27,3440
3441,VENTURE,A,10800,5.42,0,0.25,3441
3442,MEDICAL,A,10800,6.17,0,0.24,3442
